Datum;AT0010000000000000001000012258940 (1201736728) - Verbrauch [kWh];;
05.09.2022;;
06.09.2022;;
07.09.2022;;
08.09.2022;;
09.09.2022;;
10.09.2022;;
11.09.2022;;
12.09.2022;;
13.09.2022;;
14.09.2022;;
15.09.2022;;
16.09.2022;;
17.09.2022;;
18.09.2022;;
19.09.2022;;
20.09.2022;;
21.09.2022;;
22.09.2022;;
23.09.2022;;
24.09.2022;;
25.09.2022;;
26.09.2022;;
27.09.2022;;
28.09.2022;;
29.09.2022;;
30.09.2022;;
01.10.2022;;
02.10.2022;;
03.10.2022;;
04.10.2022;;
05.10.2022;;
06.10.2022;;
07.10.2022;;
08.10.2022;;
09.10.2022;;
10.10.2022;;
11.10.2022;;
12.10.2022;;
13.10.2022;;
14.10.2022;;
15.10.2022;;
16.10.2022;;
17.10.2022;;
18.10.2022;;
19.10.2022;;
20.10.2022;;
21.10.2022;;
22.10.2022;;
23.10.2022;;
24.10.2022;;
25.10.2022;;
26.10.2022;;
27.10.2022;;
28.10.2022;;
29.10.2022;;
30.10.2022;;
31.10.2022;;
01.11.2022;;
02.11.2022;;
03.11.2022;;
04.11.2022;;
05.11.2022;;
06.11.2022;;
07.11.2022;;
08.11.2022;;
09.11.2022;;
10.11.2022;;
11.11.2022;;
12.11.2022;;
13.11.2022;;
14.11.2022;;
15.11.2022;;
16.11.2022;;
17.11.2022;;
18.11.2022;;
19.11.2022;;
20.11.2022;;
21.11.2022;;
22.11.2022;;
23.11.2022;;
24.11.2022;;
25.11.2022;;
26.11.2022;;
27.11.2022;;
28.11.2022;;
29.11.2022;;
30.11.2022;;
01.12.2022;;
02.12.2022;;
03.12.2022;;
04.12.2022;;
05.12.2022;;
06.12.2022;;
07.12.2022;;
08.12.2022;;
09.12.2022;;
10.12.2022;;
11.12.2022;;
12.12.2022;;
13.12.2022;;
14.12.2022;;
15.12.2022;;
16.12.2022;;
17.12.2022;;
18.12.2022;;
19.12.2022;;
20.12.2022;;
21.12.2022;;
22.12.2022;;
23.12.2022;;
24.12.2022;;
25.12.2022;;
26.12.2022;;
27.12.2022;;
28.12.2022;;
29.12.2022;;
30.12.2022;;
31.12.2022;;
01.01.2023;;
02.01.2023;;
03.01.2023;;
04.01.2023;;
05.01.2023;;
06.01.2023;;
07.01.2023;;
08.01.2023;;
09.01.2023;;
10.01.2023;;
11.01.2023;;
12.01.2023;;
13.01.2023;;
14.01.2023;;
15.01.2023;;
16.01.2023;;
17.01.2023;;
18.01.2023;;
19.01.2023;;
20.01.2023;;
21.01.2023;;
22.01.2023;;
23.01.2023;;
24.01.2023;;
25.01.2023;;
26.01.2023;;
27.01.2023;;
28.01.2023;;
29.01.2023;;
30.01.2023;;
31.01.2023;;
01.02.2023;;
02.02.2023;;
03.02.2023;;
04.02.2023;;
05.02.2023;;
06.02.2023;;
07.02.2023;;
08.02.2023;;
09.02.2023;;
10.02.2023;;
11.02.2023;;
12.02.2023;;
13.02.2023;;
14.02.2023;;
15.02.2023;;
16.02.2023;;
17.02.2023;;
18.02.2023;;
19.02.2023;;
20.02.2023;;
21.02.2023;;
22.02.2023;;
23.02.2023;;
24.02.2023;;
25.02.2023;;
26.02.2023;;
27.02.2023;;
28.02.2023;;
01.03.2023;;
02.03.2023;;
03.03.2023;;
04.03.2023;;
05.03.2023;;
06.03.2023;;
07.03.2023;;
08.03.2023;;
09.03.2023;;
10.03.2023;;
11.03.2023;;
12.03.2023;;
13.03.2023;;
14.03.2023;;
15.03.2023;;
16.03.2023;;
17.03.2023;;
18.03.2023;;
19.03.2023;;
20.03.2023;;
21.03.2023;;
22.03.2023;;
23.03.2023;;
24.03.2023;;
25.03.2023;;
26.03.2023;;
27.03.2023;;
28.03.2023;;
29.03.2023;;
30.03.2023;;
31.03.2023;;
01.04.2023;;
02.04.2023;;
03.04.2023;;
04.04.2023;;
05.04.2023;;
06.04.2023;;
07.04.2023;;
08.04.2023;;
09.04.2023;;
10.04.2023;;
11.04.2023;6,895;;
12.04.2023;13,181;;
13.04.2023;19,906;;
14.04.2023;31,704;;
15.04.2023;47,221;;
16.04.2023;59,027;;
17.04.2023;67,681;;
18.04.2023;72,719;;
19.04.2023;81,949;;
20.04.2023;88,857;;
21.04.2023;96,856;;
22.04.2023;100,776;;
23.04.2023;102,85;;
24.04.2023;107,767;;
25.04.2023;110,112;;
26.04.2023;115,23;;
27.04.2023;122,041;;
28.04.2023;131,55;;
29.04.2023;136,639;;
30.04.2023;141,712;;
01.05.2023;148,427;;
02.05.2023;152,48;;
03.05.2023;159,078;;
04.05.2023;162,153;;
05.05.2023;164,007;;
06.05.2023;171,968;;
07.05.2023;180,694;;
08.05.2023;185,217;;
09.05.2023;190,623;;
10.05.2023;193,326;;
11.05.2023;197,291;;
12.05.2023;200,035;;
13.05.2023;201,468;;
14.05.2023;204,604;;
15.05.2023;208,501;;
16.05.2023;213,001;;
17.05.2023;216,318;;
18.05.2023;234,429;;
19.05.2023;243,586;;
20.05.2023;251,33;;
21.05.2023;259,201;;
22.05.2023;264,594;;
23.05.2023;268,16;;
24.05.2023;272,374;;
25.05.2023;274,764;;
26.05.2023;278,552;;
27.05.2023;281,532;;
28.05.2023;287,78;;
29.05.2023;292,152;;
30.05.2023;296,79;;
31.05.2023;301,818;;
01.06.2023;307,541;;
02.06.2023;311,363;;
03.06.2023;313,384;;
04.06.2023;315,691;;
05.06.2023;318,988;;
06.06.2023;323,782;;
07.06.2023;328,424;;
08.06.2023;332,38;;
09.06.2023;337,595;;
10.06.2023;343,018;;
11.06.2023;348,084;;
12.06.2023;352,925;;
13.06.2023;355,834;;
14.06.2023;360,019;;
15.06.2023;363,733;;
16.06.2023;368,235;;
17.06.2023;373,737;;
18.06.2023;380,344;;
19.06.2023;386,095;;
20.06.2023;389,849;;
21.06.2023;392,436;;
22.06.2023;396,023;;
23.06.2023;398,799;;
24.06.2023;401,16;;
25.06.2023;405,313;;
26.06.2023;410,702;;
27.06.2023;414,538;;
28.06.2023;418,45;;
29.06.2023;421,082;;
30.06.2023;424,564;;
01.07.2023;426,891;;
02.07.2023;429,115;;
03.07.2023;435,286;;
04.07.2023;439,094;;
05.07.2023;442,504;;
06.07.2023;446,278;;
07.07.2023;451,106;;
08.07.2023;456,629;;
09.07.2023;460,853;;
10.07.2023;465,761;;
11.07.2023;470,698;;
12.07.2023;476,975;;
13.07.2023;480,144;;
14.07.2023;481,024;;
15.07.2023;481,929;;
16.07.2023;483,318;;
17.07.2023;484,753;;
18.07.2023;485,706;;
19.07.2023;487,089;;
20.07.2023;488,498;;
21.07.2023;489,439;;
22.07.2023;490,847;;
23.07.2023;492,174;;
24.07.2023;493,153;;
25.07.2023;494,494;;
26.07.2023;495,767;;
27.07.2023;496,98;;
28.07.2023;499,673;;
29.07.2023;504,092;;
30.07.2023;505,236;;
31.07.2023;510,321;;
01.08.2023;518,398;;
02.08.2023;524,398;;
03.08.2023;529,969;;
04.08.2023;533,694;;
05.08.2023;534,83;;
06.08.2023;536,309;;
07.08.2023;545,148;;
08.08.2023;550,588;;
09.08.2023;556,116;;
10.08.2023;561,45;;
11.08.2023;566,13;;
12.08.2023;571,388;;
13.08.2023;574,464;;
14.08.2023;575,956;;
15.08.2023;577,465;;
16.08.2023;578,774;;
17.08.2023;587,024;;
18.08.2023;592,983;;
19.08.2023;598,697;;
20.08.2023;606,035;;
21.08.2023;609,981;;
22.08.2023;616,233;;
23.08.2023;619,754;;
24.08.2023;622,815;;
25.08.2023;627,638;;
26.08.2023;632,633;;
27.08.2023;634,628;;
28.08.2023;637,543;;
29.08.2023;640,13;;
30.08.2023;649,523;;
31.08.2023;653,686;;
01.09.2023;657,011;;
02.09.2023;662,227;;
03.09.2023;668,58;;
04.09.2023;674,555;;
05.09.2023;679,157;;
06.09.2023;683,336;;
07.09.2023;688,659;;
08.09.2023;693,716;;
09.09.2023;702,625;;
10.09.2023;707,613;;
11.09.2023;713,551;;
12.09.2023;717,691;;
13.09.2023;723,286;;
14.09.2023;728,552;;
15.09.2023;733,419;;
16.09.2023;742,245;;
17.09.2023;747,349;;
18.09.2023;752,929;;
19.09.2023;757,082;;
20.09.2023;762,055;;
21.09.2023;766,388;;
22.09.2023;772,159;;
23.09.2023;778,282;;
24.09.2023;785,002;;
25.09.2023;791,939;;
26.09.2023;797,61;;
27.09.2023;805,046;;
28.09.2023;811,931;;
29.09.2023;820,082;;
30.09.2023;825,572;;
01.10.2023;831,26;;
02.10.2023;837,73;;
03.10.2023;845,897;;
04.10.2023;849,785;;
05.10.2023;854,585;;
06.10.2023;859,587;;
07.10.2023;864,357;;
08.10.2023;873,336;;
09.10.2023;878,595;;
10.10.2023;885,986;;
11.10.2023;890,52;;
12.10.2023;895,491;;
13.10.2023;900,367;;
14.10.2023;905,587;;
15.10.2023;910,656;;
16.10.2023;913,512;;
17.10.2023;920,631;;
18.10.2023;934,117;;
19.10.2023;942,638;;
20.10.2023;954,011;;
21.10.2023;968,009;;
22.10.2023;980,58;;
23.10.2023;992,544;;
24.10.2023;1009,038;;
25.10.2023;1016,663;;
26.10.2023;1025,006;;
27.10.2023;1031,625;;
28.10.2023;1041,04;;
29.10.2023;1050,08;;
30.10.2023;1057,658;;
31.10.2023;1064,197;;
01.11.2023;1072,267;;
02.11.2023;1078,255;;
03.11.2023;1087,84;;
04.11.2023;1095,092;;
05.11.2023;1102,124;;
06.11.2023;1110,711;;
07.11.2023;1116,755;;
08.11.2023;1125,607;;
09.11.2023;1135,287;;
10.11.2023;1143,466;;
11.11.2023;1148,091;;
12.11.2023;1155,542;;
13.11.2023;1169,701;;
14.11.2023;1180,385;;
15.11.2023;1192,002;;
16.11.2023;1199,108;;
17.11.2023;1207,658;;
18.11.2023;1216,738;;
19.11.2023;1238,521;;
20.11.2023;1249,562;;
21.11.2023;1259,706;;
22.11.2023;1274,739;;
23.11.2023;1286,041;;
24.11.2023;1299,669;;
25.11.2023;1311,317;;
26.11.2023;1324,892;;
27.11.2023;1337,061;;
28.11.2023;1357,456;;
29.11.2023;1372,291;;
30.11.2023;1392,656;;
01.12.2023;1408,637;;
02.12.2023;1425,658;;
03.12.2023;1444,712;;
04.12.2023;1467,358;;
05.12.2023;1492,293;;
06.12.2023;1523,747;;
07.12.2023;1542,894;;
08.12.2023;1562,772;;
09.12.2023;1584,027;;
10.12.2023;1605,557;;
11.12.2023;1623,987;;
12.12.2023;1643,11;;
13.12.2023;1660,033;;
14.12.2023;1672,46;;
15.12.2023;1683,732;;
16.12.2023;1703,433;;
17.12.2023;1725,459;;
18.12.2023;1736,226;;
19.12.2023;1752,681;;
20.12.2023;1766,105;;
21.12.2023;1778,461;;
22.12.2023;1791,97;;
23.12.2023;1805,539;;
24.12.2023;1823,507;;
25.12.2023;1834,946;;
26.12.2023;1843,896;;
27.12.2023;1862,539;;
28.12.2023;1880,557;;
29.12.2023;1894,309;;
30.12.2023;1912,834;;
31.12.2023;1929,927;;
01.01.2024;1950,316;;
02.01.2024;1962,695;;
03.01.2024;1975,398;;
04.01.2024;1988,57;;
05.01.2024;2008,528;;
06.01.2024;2024,718;;
07.01.2024;2047,163;;
08.01.2024;2081,487;;
09.01.2024;2108,139;;
10.01.2024;2137,905;;
11.01.2024;2166,554;;
12.01.2024;2192,783;;
13.01.2024;2222,388;;
14.01.2024;2252,684;;
15.01.2024;2275,376;;
16.01.2024;2296,706;;
17.01.2024;2323,359;;
18.01.2024;2342,807;;
19.01.2024;2364,646;;
20.01.2024;2387,732;;
21.01.2024;2413,168;;
22.01.2024;2441,577;;
23.01.2024;2462,349;;
24.01.2024;2484,707;;
25.01.2024;2499,931;;
26.01.2024;2516,937;;
27.01.2024;2534,172;;
28.01.2024;2552,779;;
29.01.2024;2576,947;;
30.01.2024;2600,643;;
31.01.2024;2620,791;;
01.02.2024;2639,701;;
02.02.2024;2656,411;;
03.02.2024;2669,265;;
04.02.2024;2685,215;;
05.02.2024;2699,008;;
06.02.2024;2718,532;;
07.02.2024;2740,523;;
08.02.2024;2750,825;;
09.02.2024;2760,875;;
10.02.2024;2771,874;;
11.02.2024;2783,601;;
12.02.2024;2795,216;;
13.02.2024;2808,11;;
14.02.2024;2824,15;rechnerisch ermittelt;
15.02.2024;2840,19;;
16.02.2024;2854,873;;
17.02.2024;2867,81;;
18.02.2024;2882,85;;
19.02.2024;2895,649;;
20.02.2024;2908,785;;
21.02.2024;2920,209;;
22.02.2024;2933,93;;
23.02.2024;2944,551;;
24.02.2024;2959,512;;
25.02.2024;2972,182;;
26.02.2024;2987,716;;
27.02.2024;2999,383;;
28.02.2024;3009,632;;
29.02.2024;3024,068;;
01.03.2024;3035,873;;
02.03.2024;3052,013;;
03.03.2024;3067,17;;
04.03.2024;3085,841;;
05.03.2024;3094,171;;
06.03.2024;3105,482;;
07.03.2024;3118,905;;
08.03.2024;3131,634;;
09.03.2024;3145,501;rechnerisch ermittelt;
10.03.2024;3159,367;;
11.03.2024;3172,564;rechnerisch ermittelt;
12.03.2024;3185,761;;
13.03.2024;3197,015;;
14.03.2024;3205,125;;
15.03.2024;3212,491;;
16.03.2024;3220,286;;
17.03.2024;3231,678;;
18.03.2024;3239,655;;
19.03.2024;3252,346;;
20.03.2024;3269,377;;
21.03.2024;3280,028;;
22.03.2024;3289,344;;
23.03.2024;3299,972;;
24.03.2024;3310,453;;
25.03.2024;3325,377;;
26.03.2024;3333,542;;
27.03.2024;3343,915;;
28.03.2024;3352,132;;
29.03.2024;3356,574;;
30.03.2024;3358,031;;
31.03.2024;3361,565;;
01.04.2024;3369,144;;
02.04.2024;3378,984;;
03.04.2024;3386,476;;
04.04.2024;3393,845;;
05.04.2024;3398,953;;
06.04.2024;3400,523;;
07.04.2024;3403,241;;
08.04.2024;3409,406;;
09.04.2024;3415,713;;
10.04.2024;3424,501;;
11.04.2024;3429,887;;
12.04.2024;3435,249;;
13.04.2024;3442,374;;
14.04.2024;3450,771;;
15.04.2024;3454,987;;
16.04.2024;3459,344;;
17.04.2024;3463,6;;
18.04.2024;3474,114;;
19.04.2024;3478,275;;
20.04.2024;3480,975;;
21.04.2024;3486,825;;
22.04.2024;3505,2;;
23.04.2024;3520,694;;
24.04.2024;3529,868;;
25.04.2024;3542,022;;
26.04.2024;3550,607;;
27.04.2024;3558,152;;
28.04.2024;3564,528;;
29.04.2024;3569,612;;
30.04.2024;3578,326;;
01.05.2024;3585,111;;
02.05.2024;3590,339;;
03.05.2024;3596,47;;
04.05.2024;3602,87;;
05.05.2024;3612,682;;
06.05.2024;3620,595;;
07.05.2024;3625,433;;
08.05.2024;3631,983;;
09.05.2024;3637,994;;
10.05.2024;3643,243;;
11.05.2024;3648,22;;
12.05.2024;3655,505;;
13.05.2024;3660,305;;
14.05.2024;3665,523;;
15.05.2024;3669,159;;
16.05.2024;3673,659;;
17.05.2024;3679,188;;
18.05.2024;3680,343;;
19.05.2024;3682,447;;
20.05.2024;3687,971;;
21.05.2024;3692,173;;
22.05.2024;3697,995;;
23.05.2024;3702,771;;
24.05.2024;3707,281;;
25.05.2024;3712,363;;
26.05.2024;3717,93;;
27.05.2024;3721,261;;
28.05.2024;3725,275;;
29.05.2024;3728,384;;
30.05.2024;3736,505;;
31.05.2024;3740;;
01.06.2024;3745,435;;
02.06.2024;3752,146;;
03.06.2024;3757,653;;
04.06.2024;3761,866;;
05.06.2024;3766,549;;
06.06.2024;3770,379;;
07.06.2024;3775,024;;
08.06.2024;3779,298;;
09.06.2024;3787,524;;
10.06.2024;3791,105;;
11.06.2024;3796,557;;
12.06.2024;3801,28;;
13.06.2024;3805,476;;
14.06.2024;3809,351;;
15.06.2024;3813,475;;
16.06.2024;3819,337;;
17.06.2024;3822,943;;
18.06.2024;3827,851;;
19.06.2024;3831,47;;
20.06.2024;3834,098;;
21.06.2024;3836,724;;
22.06.2024;3841,548;;
23.06.2024;3848,541;;
24.06.2024;3851,393;;
25.06.2024;3856,7;;
26.06.2024;3860,462;;
27.06.2024;3863,763;;
28.06.2024;3866,017;;
29.06.2024;3872,77;;
30.06.2024;3875,899;;
01.07.2024;3880,811;;
02.07.2024;3885,452;;
03.07.2024;3890,731;;
04.07.2024;3896,883;;
05.07.2024;3899,78;;
06.07.2024;3906,963;;
07.07.2024;3914,789;;
08.07.2024;3918,866;;
09.07.2024;3923,707;;
10.07.2024;3925,071;;
11.07.2024;3926,937;;
12.07.2024;3928,782;;
13.07.2024;3933,726;;
14.07.2024;3940,122;;
15.07.2024;3943,475;;
16.07.2024;3948,846;;
17.07.2024;3955,221;;
18.07.2024;3959,965;;
19.07.2024;3965,216;;
20.07.2024;3970,975;;
21.07.2024;3978,544;;
22.07.2024;3978,962;;
23.07.2024;3979,754;;
24.07.2024;3980,642;;
25.07.2024;3981,452;;
26.07.2024;3982,295;;
27.07.2024;3983,193;;
28.07.2024;3984,183;;
29.07.2024;3985,068;;
30.07.2024;3985,566;;
31.07.2024;3986,78;;
01.08.2024;3987,307;;
02.08.2024;3989,058;;
03.08.2024;3990,658;;
04.08.2024;3993,405;;
05.08.2024;3997,86;;
06.08.2024;4001,15;;
07.08.2024;4004,946;;
08.08.2024;4005,612;;
09.08.2024;4006,796;;
10.08.2024;4007,528;;
11.08.2024;4008,617;;
12.08.2024;4009,391;;
13.08.2024;4010,243;;
14.08.2024;4010,967;;
15.08.2024;4012,046;;
16.08.2024;4012,843;;
17.08.2024;4013,632;;
18.08.2024;4014,339;;
19.08.2024;4015,103;;
20.08.2024;4015,815;;
21.08.2024;4016,937;;
22.08.2024;4017,702;;
23.08.2024;4018,496;;
24.08.2024;4019,339;;
25.08.2024;4023,611;;
26.08.2024;4032,991;;
27.08.2024;4038,922;;
28.08.2024;4047,388;;
29.08.2024;4051,611;;
30.08.2024;4055,898;;
31.08.2024;4062,71;;
01.09.2024;4067,78;;
02.09.2024;4073,196;;
03.09.2024;4077,324;;
04.09.2024;4083,775;;
05.09.2024;4088,63;;
06.09.2024;4092,757;;
07.09.2024;4097,287;;
08.09.2024;4102,548;;
09.09.2024;4107,61;;
10.09.2024;4111,365;;
11.09.2024;4115,784;;
12.09.2024;4120,052;;
13.09.2024;4123,869;;
14.09.2024;4128,642;;
15.09.2024;4133,103;;
16.09.2024;4145,589;;
17.09.2024;4153,568;;
18.09.2024;4160,622;;
19.09.2024;4170,468;;
20.09.2024;4173,945;;
21.09.2024;4178,638;;
22.09.2024;4182,847;;
23.09.2024;4189,487;;
24.09.2024;4194,529;;
25.09.2024;4198,872;;
26.09.2024;4203,946;;
27.09.2024;4210,196;;
28.09.2024;4216,263;;
29.09.2024;4221,449;;
30.09.2024;4228,64;;
01.10.2024;4239,677;;
02.10.2024;4245,614;;
03.10.2024;4254,169;;
04.10.2024;4263,067;;
05.10.2024;4272,95;;
06.10.2024;4281,938;;
07.10.2024;4291,464;;
08.10.2024;4303,142;;
09.10.2024;4310,123;;
10.10.2024;4319,256;;
11.10.2024;4327,642;;
12.10.2024;4335,149;;
13.10.2024;4344,244;;
14.10.2024;4352,202;;
15.10.2024;4360,616;;
16.10.2024;4371,072;;
17.10.2024;4380,445;;
18.10.2024;4389,116;;
19.10.2024;4400,661;;
20.10.2024;4409,318;;
21.10.2024;4418,246;;
22.10.2024;4426,395;;
23.10.2024;4436,62;;
24.10.2024;4445,37;;
25.10.2024;4453,81;;
26.10.2024;4461,274;;
27.10.2024;4469,615;;
28.10.2024;4477,486;;
29.10.2024;4491,786;;
30.10.2024;4498,224;;
31.10.2024;4506,585;;
01.11.2024;4513,654;;
02.11.2024;4514,998;;
03.11.2024;4523,865;;
04.11.2024;4542,213;;
05.11.2024;4566,314;;
06.11.2024;4579,188;;
07.11.2024;4600,446;;
08.11.2024;4614,188;;
09.11.2024;4636,552;;
10.11.2024;4662,02;;
11.11.2024;4688,115;;
12.11.2024;4710,2;;
13.11.2024;4730,711;;
14.11.2024;4752,615;;
15.11.2024;4778,054;;
16.11.2024;4797,833;;
17.11.2024;4827,547;;
18.11.2024;4842,101;;
19.11.2024;4853,262;;
20.11.2024;4868,181;;
21.11.2024;4892,586;;
22.11.2024;4919,692;;
23.11.2024;4941,817;;
24.11.2024;4962,748;;
25.11.2024;4984,627;;
26.11.2024;5007,403;;
27.11.2024;5032,471;;
28.11.2024;5056,469;;
29.11.2024;5076,83;;
30.11.2024;5098,719;;
01.12.2024;5122,755;;
02.12.2024;5148,933;;
03.12.2024;5177,304;;
04.12.2024;5195,431;;
05.12.2024;5218,034;;
06.12.2024;5237,338;;
07.12.2024;5255,781;;
08.12.2024;5277,787;;
09.12.2024;5303,082;;
10.12.2024;5328,265;;
11.12.2024;5358,79;;
12.12.2024;5383,835;;
13.12.2024;5407,607;;
14.12.2024;5430,308;;
15.12.2024;5448,315;;
16.12.2024;5471,822;;
17.12.2024;5486,441;;
18.12.2024;5503,962;;
19.12.2024;5522,133;;
20.12.2024;5542,301;;
21.12.2024;5565,88;;
22.12.2024;5584,172;;
23.12.2024;5597,416;;
24.12.2024;5615,886;;
25.12.2024;5636,3;;
26.12.2024;5661,051;;
27.12.2024;5692,334;;
28.12.2024;5719,804;;
29.12.2024;5747,943;;
30.12.2024;5769,793;;
31.12.2024;;
01.01.2025;;
02.01.2025;5857,929;;
03.01.2025;5891,427;;
04.01.2025;5921,577;;
05.01.2025;5953,481;;
06.01.2025;5987,108;;
07.01.2025;6017,361;;
08.01.2025;6042,35;;
09.01.2025;6064,366;;
10.01.2025;6088,172;;
11.01.2025;6112,112;;
12.01.2025;6133,79;;
13.01.2025;6161,741;;
14.01.2025;6186,384;;
15.01.2025;6212,043;;
16.01.2025;6231,355;;
17.01.2025;6251,281;;
18.01.2025;6268,699;;
19.01.2025;6292,101;;
20.01.2025;6319,535;;
21.01.2025;6355,589;;
22.01.2025;6382,417;;
23.01.2025;6409,764;;
24.01.2025;6432,314;;
25.01.2025;6455,632;;
26.01.2025;6476,359;;
27.01.2025;6496,469;;
28.01.2025;6511,554;;
29.01.2025;6526,336;;
30.01.2025;6544,4;;
31.01.2025;6566,012;;
01.02.2025;6584,34;;
02.02.2025;6610,055;;
03.02.2025;6632,185;;
04.02.2025;6655,165;;
05.02.2025;6684,278;;
06.02.2025;6706,239;;
07.02.2025;6727,291;;
08.02.2025;6749,844;;
09.02.2025;6772,869;;
10.02.2025;6793,803;;
11.02.2025;6817,949;;
12.02.2025;6842,199;;
13.02.2025;6866,411;;
14.02.2025;6892,72;;
15.02.2025;6915,471;;
16.02.2025;6939,665;;
17.02.2025;6963,729;;
18.02.2025;6991,251;;
19.02.2025;7018,475;;
20.02.2025;7044,521;;
21.02.2025;7065,4;;
22.02.2025;7080,407;;
23.02.2025;7099,235;;
24.02.2025;7120,676;;
25.02.2025;7138,706;;
26.02.2025;7158,763;;
27.02.2025;7174,222;;
28.02.2025;7193,601;;
01.03.2025;7206,793;;
02.03.2025;7225,637;;
03.03.2025;7241,634;;
04.03.2025;7256,752;;
05.03.2025;7275,867;;
06.03.2025;7291,426;;
07.03.2025;7301,023;;
08.03.2025;7313,959;;
09.03.2025;7324,291;;
10.03.2025;7337,299;;
11.03.2025;7345,301;;
12.03.2025;7354,629;;
13.03.2025;7362,866;;
14.03.2025;7378,457;;
15.03.2025;7390,208;;
16.03.2025;7408,234;;
17.03.2025;7429,096;;
18.03.2025;7443,533;;
19.03.2025;7462,826;;
20.03.2025;7479,938;;
21.03.2025;7498,318;;
22.03.2025;7512,319;;
23.03.2025;7524,184;;
24.03.2025;;
